100	1024	138979	0.15384338641089662
200	4	74835	0.651419790205118
300	8	91512	1.4018707929014773
400	64	70131	0.5365815402603699
500	64	77400	0.5469638242894057
600	4	55164	1.1317888477992895
700	64	68848	0.8509324889611899
800	2	67565	1.0
900	2	73125	1.0116923076923077
1000	4	70986	1.108429831234328
1100	4	75690	1.1299511163958251
1200	4	81249	1.1421063643860232
1300	8	84670	1.2424353371914492
1400	8	89801	1.2333492945512856
1500	4	93651	1.2922232544233376
1600	4	102203	1.2343081905619209
1700	16	108617	1.236224532071407
1800	8	106907	1.3560010102238393
1900	4	110755	1.3822491083923976
2000	4	116314	1.4816273191533262
2100	4	120163	1.4768689197173839
2200	4	124440	1.4914014786242367
2300	4	127860	1.6153918348193337
2400	4	131709	1.538960891055281
2500	4	132992	1.6012842877767084
2600	4	140261	1.6006159944674572
2700	4	143683	1.6279726898798048
2800	4	145394	1.6088146691060154
2900	4	150525	1.6278359076565354
3000	4	153090	1.675981448820955
3100	4	157794	1.6910655664980925
3200	4	182597	1.5081901674178655
3300	4	181742	1.567056596714023
3400	16	185162	1.591228221773366
3500	4	181741	1.6823556599776606
3600	4	194143	1.6145315566360878
3700	4	186873	1.736842668550299
3800	4	201840	1.595337891399128
3900	4	204405	1.6590054059342971
4000	4	206971	1.648767218595842
4100	4	211248	1.6862360827084752
4200	4	213386	1.6813614763855174
4300	4	218945	1.6796912466601202
4400	4	224076	1.734737321265999
4500	4	217234	1.8208705819531013
4600	32	289076	1.3668654609860382
4700	4	235195	1.7054529220434107
4800	4	241182	1.7074450000414625
4900	4	239472	1.7767797487806507
5000	4	233484	1.8205144678007914
5100	4	239471	1.8464323446262805
5200	4	244175	1.7863417630797584
5300	4	254011	1.7727224411541231
5400	4	264273	1.7475754238987713
5500	4	251017	1.8569021221670245
5600	4	258715	1.8561969735036623
5700	4	261707	1.8398781843817704
5800	4	262990	1.8292710749458154
5900	4	269405	1.8793674950353556
6000	4	274109	1.8627151972390545
6100	4	286510	1.798509650623015
6200	4	290786	1.7970603811737842
6300	4	310457	1.7093671587369588
6400	4	292069	1.806737449027456
6500	4	304043	1.8157497459240963
6600	4	295063	1.8797070456139875
6700	4	320720	1.7746694936393115
6800	4	317727	1.7523534354965111
6900	4	322003	1.7755673083791146
7000	4	310458	1.91872974766313
7100	4	315589	1.8766908859307516
7200	4	333977	1.7900124858897468
7300	4	339108	1.7730162662042772
7400	4	341246	1.7506285787965281
7500	4	339536	1.8929480231845812
7600	4	361345	1.7349098506967027
7700	4	336543	1.9059704109133158
7800	4	341674	1.8635804890041385
7900	4	350226	1.8266205250324077
8000	4	378878	1.751690517792007
8100	4	362627	1.854955643126408
8200	4	354502	1.8781699398028784
8300	4	361345	1.9526629675241114
8400	4	375029	1.8551871988566218
8500	4	366476	1.9148211615494604
8600	4	388285	1.8160835468792254
8700	4	379733	1.8637384688715493
8800	4	384437	1.866519091554663
8900	4	414798	1.7319610991374115
9000	4	402825	1.9023347607521877
9100	4	395982	1.858536499133799
9200	4	404963	1.8373802051051578
9300	4	392134	1.900763514512896
9400	4	414798	1.657734608170724
9500	4	374602	1.8310473515891532
9600	4	379305	1.8151092129025455
9700	4	398976	1.778134524382419
9800	4	382299	1.854582408010484
9900	4	378023	1.8902685815413347
