100000	4	1227679	2.5069973502845615
1100000	4	12011271	2.8810807782123975
2100000	4	25852010	2.4938028029541996
3100000	4	36065506	2.658157326282903
4100000	4	47554703	2.541814129298631
5100000	4	58871553	2.5963828404526716
6100000	4	70619479	2.7035776913618976
7100000	4	84831092	2.6054958717259
8100000	4	94353665	2.6521301954725343
9100000	4	107346949	2.5405265593528887
